"","USVI_118_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_108_B","UVI_132_B","UVI_092_C","UVI_094_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_106_D","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_D"
"P20480",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20595",12,78,26,94,5,0,0,0,1,0,0,0,0,4,3,2,0,202,118,79,68,7,0,0,0,0,19,4,9,0,0,0,1,0,0,0
"P20649",0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20650",0,6,13,25,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,25,14,0,1,0,0
"P20654",3,0,0,0,0,0,7,27,35,271,75,164,225,0,0,0,1,4,11,0,0,0,0,0,0,0,0,302,454,168,171,393,538,300,653,0
"P20664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20753",24,97,39,106,2,0,0,0,0,0,0,0,0,0,0,0,0,60,114,52,21,20,0,0,0,0,33,0,0,0,0,0,0,0,0,0
"P20772",345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20790",0,3,1,5,0,0,1,1,6,17,10,7,17,35,26,12,0,0,0,0,0,0,0,0,0,0,7,84,45,68,20,25,37,1,38,0
"P20793",41,0,0,0,0,0,1,2,1,8,8,2,8,11,7,0,0,201,142,67,42,9,0,0,0,0,0,3,1,0,1,7,0,0,18,0
"P20794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20807",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0
"P20865",0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
"P20901",8,3,7,44,0,0,0,0,0,1,0,1,1,0,1,2,0,0,10,36,19,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"P20902",2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20904",1.003,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P20973",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21128",19,0,0,0,0,0,2,1,1,10,5,5,13,17,12,22,0,140,113,57,14,1,0,0,0,0,0,6,61,10,3,33,10,0,51,0
"P21137",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21158",0,0,0,0,0,0,0,2,5,9,7,8,16,3,2,3,0,0,0,0,0,0,0,0,0,0,0,4,29,6,18,37,30,33,22,0
"P21163",0,44,27,113,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21187",4,141,129,320,2,0,0,2,0,5,0,0,0,3,0,0,0,214,115,44,83,4,0,0,0,0,83,0,0,0,0,19,0,4,0,0
"P21195",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"P21217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21251",47,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,52,82,25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21271",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21334",10,0,0,0,0,0,5,3,0,1,0,0,3,28,19,15,0,153,168,42,50,2,0,0,0,0,7,0,2,8,1,1,1,17,1,0
"P21340",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21342",0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
"P21343",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21369",52,0,0,0,0,0,0,0,1,1,5,0,4,1,0,0,21,140,357,213,88,62,0,0,0,0,0,2,1,0,1,1,1,1,2,0
"P21375",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21397",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21439",148,8,6,17,0,0,0,0,0,0,0,8,0,0,0,0,0,266,176,82,122,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21441",0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21447",111,45,68,220,0,0,0,10,6,11,0,0,4,14,9,0,0,579,462,192,210,19,0,0,0,0,11,0,4,3,4,8,12,11,78,0
"P21448",2,65,39,122,2,0,0,1,27,40,35,40,52,1,1,1,2,1027,522,239,263,15,0,0,0,0,63,17,0,0,0,0,0,0,21,0
"P21449",131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21507",26,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,19,31,18,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21521",0,0,0,0,0,0,0,0,0,1,0,1,2,13,6,3,0,0,0,0,0,0,0,0,0,0,0,8,0,1,8,0,8,0,0,0
"P21522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21524",20,2,4,8,0,0,0,0,0,0,0,2,0,0,0,0,2,100,54,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21529",921,0,0,0,0,0,10,78,1,0,9,18,0,219,142,92,0,582,443,187,229,48,0,0,0,0,0,478,564,437,74,167,116,92,155,0
"P21567",1,42,37,108,2,0,1,1,1,1,1,2,2,7,4,5,1,55,46,41,23,11,0,0,0,0,22,10,15,0,0,23,0,0,14,0
"P21568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21613",0,0,0,0,0,0,1,0,2,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,6,0,21,0
"P21616",294,0,0,0,0,0,35,57,55,350,97,311,352,71,39,15,20,1168,575,212,184,9,4,1,2,11,0,451,1520,366,88,333,471,370,494,0
"P21653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21696",50,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,46,14,2,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"P21727",0,33.011,23.562,83.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21775",0,41,27,116,2,0,0,0,0,1,0,0.979,1,26,133,200,4,0,0,0,0,0,0,0,0,0,19,383,650,203,11,0,0,384,24,0
"P21810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"P21820",0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"P21827",0,86,77,99,1,0,0,0,2,4,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,48,11,1,14,1,0,0,0,21,0
"P21829",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21856",116,0,0,0,0,0,36,99,99,365,208,424,464,522,171,213,6,591,452,173,273,58,0,0,0,0,0,965,1054,887,1012,1314,1452,962,1331,0
"P21863",0,0,0,0,0,0,0,0,1,1,1,1,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0
"P21872",0,38.359,23,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21878",0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0
"P21894",0,3.902,5,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21913",159,23,27,118,1,0,0,0,0,0,0,0,0,0,0,0,0,342,260,117,103,28,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"P21927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21953",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P21964",11,34,20,60,1,0,0,0,0,0,0,0,0,0,0,0,2,60,47,6,35,33,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"P22002",66,217,148,508,6,0,8,15,5,12,1,39,17,44,20,27,8,749,778,317,272,105,0,0,0,0,44,97,84,89,53,94,119,38,125,0
"P22042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22045",226,0,0,0,0,0,1,3,16,17,5,46,14,44,25,11,1,616,507,231,238,75,0,0,0,0,0,16,18,4,40,43,48,14,21,0
"P22061",18,4,3,5,0,0,0,0,0,0,1,0,1,2,1,0,0,37,30,0,11,0,0,0,0,0,0,1,1,9,0,0,0,7,0,0
"P22082",0,1,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22105",34,48,37,136,1,0,1,1,7,196,3,50,159,57,22,9,17,934,1070,506,328,119,0,0,0,0,34,0,24,25,50,86,82,0,117,0
"P22125",0,45,25,64,0,0,17,6,1,1,0,1,1,1,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,218,306,187,172,199,0
"P22127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22131",4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,16,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22147",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,6,1,3,0,0
"P22152",579,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,23,1418,754,233,156,22,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"P22177",169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22198",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22202",0,12.575,17.005,45.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22216",0,0,0,0,0,0,3,7,6,95,5,32,71,29,15,15,0,0,0,0,0,0,0,0,0,0,0,73,101,72,88,157,335,18,287,0
"P22232",0,23,9,41,3,0,1,0,1,5,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,12,12,6,0,6,27,29,1,14,0
"P22256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22274",2828,331,121,416,2,0,12,15,8,172,26,147,157,107,53,35,0,3938,3282,1417,3200,323,0,0,0,0,38,107,119,89,115,243,320,168,273,0
"P22275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22303",0,27,18,64,0,0,0,1,1,20,14,3,7,1,1,1,0,0,0,0,0,0,0,0,0,0,14,25,51,35,1,13,8,17,18,0
"P22314",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"P22316",375,0,0,0,0,0,1,6,0,24,17,13,13,41,7,23,0,675,691,301,218,78,0,0,0,0,0,6,13,6,3,17,2,3,23,0
"P22336",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22413",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,4,0
"P22462",98,2,9,42,2,0,0,0,0,1,1,17,1,2,2,2,5,224,223,77,99,21,0,0,0,0,0,4,1,8,0,0,13,1,10,0
"P22467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22512",110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22513",3256,2620,2084,5111,142,34,0,0,0,0,0,0,0,0,0,0,189,12131,10067,3926,4499,1265,70,59,46,41,240,0,0,0,0,0,0,0,0,0
"P22515",24,0,0,0,0,0,0,0,1,16,12,4,3,9,8,4,0,94,137,22,17,10,0,0,0,0,0,20,30,26,0,2,5,1,13,0
"P22517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22518",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22543",4,10,13,38,4,0,0,1,1,4,1,1,1,1,1,1,5,120,87,23,18,12,0,0,0,0,7,0,1,0,1,0,0,0,9,0
"P22589",0,58,32,67,1,0,1,0,1,4,14,2,10,2,1,2,0,0,0,0,0,0,0,0,0,0,98,0,1,0,1,27,0,0,1,0
"P22611",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22630",83,74,64,130,0,0,0,11,0,3,8,13,3,50,21,15,3,510,300,124,93,19,0,0,0,0,19,17,26,21,33,68,106,42,124,0
"P22638",0,40,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22686",0,0,0,0,0,0,1,7,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,10,6,0
"P22694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"P22696",41,404,277,763,5,1,8,11,44,74,126,111,224,23,16,12,18,753,743,300,222,126,0,0,0,0,137,332,349,315,353,477,436,291,399,0
"P22703",460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22734",7,12,5,20,0,0,0,0,5,9,15,1,0,0,2,1,1,87,52,29,49,33,0,0,0,0,0,1,0,0,0,13,1,0,12,0
"P22738",0,0,14.436,34.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22771",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22792",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22817",0,0,0,0,0,0,0,0,2,1,1,2,1,21,11,7,3,0,23,0,0,19,0,0,0,0,0,0,0,26,0,0,0,0,28,0
"P22832",0,0,0,0,0,0,0,0,0,1,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,2,12,7,3,4,0
"P22852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22893",16,0,0,0,0,0,0,1,2,14,1,20,11,1,0,0,0,159,155,62,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22897",0,7,4,6,0,0,0,0,0,1,0,0,1,13,4,1,4,0,0,0,0,0,0,0,0,0,10,0,0,1,0,27,16,0,15,0
"P22935",0,11,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22944",87,487,376,543,25,2,149,130,23,37,19,133,67,16,11,8,0,2098,1620,575,988,105,0,0,0,0,195,666,781,458,179,266,309,201,234,0
"P22953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"P22987",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P22998",29,26,24,48,0,0,0,0,0,0,0,0,0,0,0,0,8,85,140,83,31,12,0,4,0,0,4,0,0,0,0,0,0,0,0,0
"P23004",0,31,29,77,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23013",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23034",14,29,18,57,0,0,0,0,0,0,0,0,0,0,0,0,0,96,82,42,32,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"P23098",155,0,0,0,0,0,0,3,6,44,6,23,27,16,5,6,27,1079,1118,103,71,18,0,0,0,0,0,36,46,42,0,7,14,6,65,0
"P23111",125,17,19,40,0,0,0,0,0,0,0,0,0,0,0,0,1,347,294,99,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23176",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23193",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23231",4,13,13,33,1,0,0,0,0,0,0,1,0,0,1,0,0,42,36,8,0,8,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"P23241",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23254",0,11,12,28,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,13,0
"P23286",152,11,1,109,1,0,0,2,3,12,6,27,5,53,8,16,13,440,420,156,91,109,0,0,0,0,7,1,13,13,14,37,32,13,80,0
"P23321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23324",111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23344",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
"P23348",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23358",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23381",180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23398",300,0,0,0,0,0,15,53,12,61,21,70,57,177,91,85,0,1119,656,316,238,31,0,0,0,0,0,174,191,224,184,373,262,107,263,0
"P23403",111,679,240,398,225,1,292,61,70,206,203,133,191,370,249,256,47,1359,1304,658,928,165,1,0,14,0,95,1094,1373,941,2075,3588,2169,4205,1487,34
"P23414",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23415",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23416",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23437",0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23458",0,0,0,0,0,0,0,7,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,13,2,34,0
"P23468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.98,29,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23489",0,0,0,0,0,0,0,0,2,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23506",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23516",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,97,28,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23538",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23545",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23548",6,15,5,13,0,0,1,0,7,12,12,7,16,7,2,1,10,154,144,51,54,7,0,0,0,0,0,34,50,37,6,6,1,0,10,0
"P23549",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23566",0,46,29,29,0,0,0,0,5,2,1,1,1,27,2,4,0,0,11,0,0,0,0,0,0,0,11,85,147,42,0,0,0,0,0,0
"P23577",0,0,0,0,0,0,41,59,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,47,204,340,469,131,0
"P23586",40,0,0,0,0,0,1,0,0,0,7,2,1,17,0,4,0,100,142,92,27,5,0,0,0,0,0,1,5,1,0,0,0,0,0,0
"P23594",112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P23635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
