Entry,A,B,C,D,Total
P46530,0,0,0,1,1
P46541,1,1,1,1,4
P46544,0,0,1,0,1
P46575,1,0,0,1,2
P46578,0,1,0,0,1
P46595,1,1,0,1,3
P46598,0,0,1,0,1
P46629,1,0,0,0,1
P46645,0,0,1,0,1
P46655,1,0,0,0,1
P46672,0,1,0,0,1
P46683,0,0,1,1,2
P46686,1,0,0,0,1
P46757,0,0,1,1,2
P46793,1,1,1,0,3
P46794,1,1,1,0,3
P46800,0,1,0,0,1
P46822,1,1,1,1,4
P46824,1,1,1,1,4
P46825,1,1,1,1,4
P46837,0,1,1,0,2
P46850,1,1,1,1,4
P46863,1,0,1,0,2
P46865,0,0,1,0,1
P46867,0,0,0,1,1
P46869,1,0,1,1,3
P46870,0,1,1,0,2
P46871,1,1,1,1,4
P46872,1,0,1,0,2
P46873,1,1,1,0,3
P46874,1,0,0,0,1
P46875,0,1,1,1,3
P46892,0,0,1,0,1
P46896,0,0,1,1,2
P46915,1,0,0,0,1
P46934,0,1,0,0,1
P46935,0,0,1,1,2
P46942,1,1,1,1,4
P46953,1,0,1,1,3
P46957,0,1,0,0,1
P46975,1,0,1,1,3
P46976,0,1,1,1,3
P46978,1,0,0,0,1
P47008,0,1,0,0,1
P47047,1,0,1,1,3
P47075,1,1,1,1,4
P47082,0,0,0,1,1
P47124,0,1,1,1,3
P47137,0,1,0,0,1
P47154,0,0,0,1,1
P47160,1,0,0,1,2
P47169,1,1,0,0,2
P47179,1,1,0,1,3
P47194,0,0,1,0,1
P47197,1,0,0,0,1
P47198,1,1,1,1,4
P47207,0,1,0,0,1
P47226,0,0,0,1,1
P47245,0,1,0,0,1
P47265,0,1,0,0,1
P47270,0,0,1,0,1
P47708,1,0,0,0,1
P47727,0,0,1,0,1
P47735,0,0,0,1,1
P47739,0,0,1,0,1
P47758,1,1,1,1,4
P47788,1,0,0,0,1
P47807,0,0,1,0,1
P47808,1,0,1,1,3
P47816,1,1,1,1,4
P47826,1,0,0,0,1
P47827,0,0,1,1,2
P47835,1,0,0,0,1
P47838,1,0,0,0,1
P47844,1,0,0,0,1
P47863,0,0,0,1,1
P47938,1,0,0,0,1
P47943,1,0,0,0,1
P47946,1,0,0,0,1
P47961,1,1,1,1,4
P47973,1,1,1,1,4
P47974,1,1,0,1,3
P47976,1,0,1,1,3
P47977,0,1,0,0,1
P47979,1,0,0,1,2
P47980,1,1,1,1,4
P47990,1,0,1,0,2
P48021,0,1,0,0,1
P48034,0,0,1,0,1
P48038,0,0,1,1,2
P48051,0,0,1,1,2
P48053,0,0,1,1,2
P48055,0,0,1,0,1
P48065,1,1,0,0,2
P48101,0,0,1,1,2
P48103,1,0,0,0,1
P48104,1,0,0,0,1
P48112,1,0,0,0,1
P48150,1,1,0,1,3
P48152,0,1,0,0,1
P48158,1,1,0,0,2
P48159,0,1,0,0,1
P48163,1,0,1,1,3
P48180,0,0,1,1,2
P48182,1,0,0,0,1
P48236,1,1,0,1,3
P48255,0,1,1,1,3
P48260,0,0,1,0,1
P48295,1,0,0,0,1
P48348,0,0,0,1,1
P48353,1,0,0,0,1
P48375,1,1,1,0,3
P48410,1,0,1,0,2
P48416,1,0,0,0,1
P48422,1,0,0,0,1
P48449,1,0,0,1,2
P48456,1,1,1,0,3
P48458,0,0,0,1,1
P48459,0,0,0,1,1
P48462,0,0,0,1,1
P48467,1,1,1,1,4
P48480,1,0,0,0,1
P48481,1,0,0,0,1
P48483,0,0,0,1,1
P48487,1,0,0,0,1
P48488,0,0,0,1,1
P48490,0,0,1,0,1
P48495,0,1,1,0,2
P48496,1,0,1,0,2
P48497,0,0,1,0,1
P48506,1,1,1,0,3
P48511,0,0,0,1,1
P48512,0,1,0,0,1
P48528,1,0,0,0,1
P48534,1,0,0,0,1
P48537,0,0,1,0,1
P48542,0,0,1,0,1
P48550,1,1,0,0,2
P48580,1,0,1,0,2
P48583,1,0,0,0,1
P48591,1,0,0,0,1
P48593,0,0,0,1,1
P48598,1,1,1,1,4
P48630,0,1,0,0,1
P48636,1,0,0,0,1
P48640,0,0,1,0,1
P48726,1,0,0,0,1
P48727,1,1,1,1,4
P48734,0,1,0,0,1
P48736,0,0,0,1,1
P48758,0,1,0,0,1
P48765,0,1,1,0,2
P48766,0,0,1,1,2
P48767,0,0,1,1,2
P48768,1,0,1,0,2
P48777,1,0,0,0,1
P48809,0,1,1,1,3
P48870,0,0,1,0,1
P48963,0,1,0,0,1
P48982,0,1,1,0,2
P49008,1,1,1,1,4
P49010,0,0,0,1,1
P49018,1,1,1,1,4
P49029,0,0,1,1,2
P49030,1,0,0,1,2
P49041,0,1,0,0,1
P49050,0,0,0,1,1
P49075,1,1,1,1,4
P49076,1,1,0,1,3
P49079,0,0,1,1,2
P49080,0,0,1,0,1
P49086,1,0,1,0,2
P49088,0,0,1,1,2
P49089,0,0,1,0,1
P49090,1,0,0,0,1
P49096,1,1,1,1,4
P49097,1,0,1,1,3
P49100,1,1,0,1,3
P49102,1,1,1,0,3
P49109,0,0,0,1,1
P49118,1,1,1,1,4
P49166,0,0,0,1,1
P49173,0,1,0,1,2
P49193,1,1,1,1,4
P49196,0,1,0,0,1
P49199,1,1,1,1,4
P49209,0,0,0,1,1
P49210,1,1,1,1,4
P49211,0,1,1,1,3
P49213,0,1,0,1,2
P49215,1,1,1,1,4
P49253,1,1,0,1,3
P49263,0,1,0,0,1
P49293,0,0,1,0,1
P49296,0,0,0,1,1
P49298,0,0,1,0,1
P49305,1,1,1,0,3
P49314,0,1,0,1,2
P49332,1,0,0,0,1
P49349,0,0,0,1,1
P49354,0,0,1,1,2
P49356,1,0,0,0,1
P49363,0,0,1,0,1
P49364,0,0,1,0,1
P49366,1,0,1,0,2
P49378,0,0,0,1,1
P49396,1,0,0,0,1
P49397,1,1,1,1,4
P49405,1,0,0,0,1
P49444,0,0,1,1,2
P49471,1,1,1,1,4
P49472,1,1,1,1,4
P49477,0,0,1,1,2
P49478,1,0,0,0,1
P49481,1,1,1,1,4
P49488,1,0,0,0,1
P49510,0,0,0,1,1
P49530,0,0,1,1,2
P49540,0,1,0,0,1
P49550,1,1,0,0,2
P49577,1,1,0,0,2
P49582,1,0,0,0,1
P49583,0,0,0,1,1
P49589,0,0,0,1,1
P49595,0,0,1,0,1
P49596,0,0,0,1,1
P49605,0,0,0,1,1
P49606,1,0,0,0,1
P49608,1,0,0,0,1
P49615,0,0,1,0,1
P49626,0,0,1,0,1
P49632,0,0,0,1,1
P49633,1,0,0,0,1
P49638,1,0,0,0,1
P49642,1,1,1,0,3
P49653,0,1,1,1,3
P49673,1,0,0,0,1
P49688,0,1,0,0,1
P49691,1,0,0,0,1
P49692,0,1,0,0,1
P49693,0,0,1,0,1
P49695,0,1,0,1,2
P49696,0,0,1,0,1
P49712,1,0,0,0,1
P49724,1,0,0,0,1
P49727,1,0,0,0,1
P49729,1,0,1,0,2
P49730,1,1,1,0,3
P49731,1,0,1,1,3
P49735,1,0,1,0,2
P49736,1,0,1,1,3
P49739,1,0,1,0,2
P49754,0,1,1,0,2
P49756,1,0,1,1,3
P49759,1,0,1,0,2
P49776,0,1,1,1,3
P49791,0,0,0,1,1
P49792,0,1,0,1,2
P49793,0,0,1,1,2
P49825,0,0,1,0,1
P49826,0,0,1,0,1
P49951,0,1,0,1,2
P49961,0,1,0,1,2
P49964,1,1,1,1,4
P49972,1,1,1,1,4
P50021,1,0,1,1,3
P50027,0,0,1,0,1
P50053,0,0,0,1,1
P50063,1,0,0,0,1
P50085,0,1,1,1,3
P50101,0,0,1,0,1
P50102,0,0,0,1,1
P50107,1,1,1,1,4
P50108,0,1,1,1,3
P50143,0,1,0,0,1
P50159,0,1,0,0,1
P50162,1,0,0,0,1
P50185,0,1,0,0,1
P50196,0,1,0,0,1
P50233,0,0,0,1,1
P50246,0,1,0,0,1
P50249,1,0,1,0,2
P50257,1,0,0,0,1
P50286,0,1,0,0,1
P50299,1,0,0,0,1
P50300,0,0,1,0,1
P50304,1,0,0,0,1
P50336,0,1,1,1,3
P50346,0,1,0,0,1
P50389,0,0,1,0,1
P50396,0,1,1,0,2
P50428,1,0,0,0,1
P50429,1,1,1,1,4
P50430,1,1,1,1,4
P50433,0,0,1,0,1
P50452,1,0,1,0,2
P50461,1,0,0,0,1
P50462,1,0,0,0,1
P50464,0,0,0,1,1
P50503,1,0,0,0,1
P50513,1,0,0,0,1
P50520,1,0,0,0,1
P50528,1,0,0,0,1
P50532,1,0,1,0,2
P50586,0,1,1,1,3
P50607,1,1,1,1,4
P50647,0,0,0,1,1
P50648,1,1,1,1,4
P50650,1,0,0,0,1
P50651,1,0,1,0,2
P50694,0,1,1,1,3
P50729,0,0,1,0,1
P50830,1,0,1,0,2
P50846,0,0,1,1,2
P50861,0,0,0,1,1
P50872,0,0,1,0,1
P50882,0,0,0,1,1
P50883,0,0,1,0,1
P50884,1,0,0,0,1
P50888,0,1,0,0,1
P50889,0,1,1,0,2
P50942,1,1,0,0,2
P50944,1,1,1,1,4
P50996,1,0,0,0,1
P51039,1,0,0,0,1
P51061,1,0,0,0,1
P51094,1,0,0,0,1
P51113,0,0,1,0,1
P51116,1,1,1,1,4
P51133,0,1,1,0,2
P51136,1,1,1,1,4
P51138,1,1,1,1,4
P51139,0,0,1,0,1
P51147,1,0,0,0,1
P51157,0,1,1,1,3
P51166,0,0,1,0,1
P51186,0,0,1,1,2
P51193,1,1,1,1,4
P51228,0,0,1,0,1
P51243,0,0,1,0,1
P51249,0,0,1,0,1
P51250,0,1,0,0,1
P51256,0,0,0,1,1
P51260,1,1,0,0,2
P51281,1,1,0,1,3
P51287,1,0,0,0,1
P51327,0,1,1,1,3
P51332,1,0,0,0,1
P51375,1,0,1,0,2
P51400,0,0,0,1,1
P51403,0,0,1,0,1
P51405,1,0,0,0,1
P51414,1,0,0,1,2
P51427,1,0,1,0,2
P51544,1,0,0,0,1
P51554,1,0,0,1,2
P51563,1,1,1,1,4
P51564,0,0,0,1,1
P51566,1,1,1,1,4
P51567,1,1,1,1,4
P51568,1,1,1,1,4
P51574,0,1,1,0,2
P51592,0,1,1,0,2
P51611,0,0,0,1,1
P51612,0,0,0,1,1
P51615,0,0,1,1,2
P51634,1,0,0,0,1
P51635,0,1,0,0,1
P51643,0,0,1,0,1
P51644,0,0,1,0,1
P51648,1,0,0,0,1
P51659,1,0,1,1,3
P51660,1,0,0,0,1
P51687,1,0,1,0,2
P51689,0,1,0,1,2
P51691,1,1,1,1,4
P51776,0,1,0,0,1
P51784,0,1,1,0,2
P51791,0,1,1,0,2
P51792,1,1,1,1,4
P51793,0,1,1,0,2
P51794,0,1,1,0,2
P51797,0,0,1,0,1
P51798,0,0,1,0,1
P51799,1,1,1,1,4
P51807,0,0,0,1,1
P51817,1,1,1,1,4
P51818,0,0,0,1,1
P51820,1,0,0,0,1
P51822,1,1,1,1,4
P51823,0,0,1,1,2
P51824,1,1,1,1,4
P51839,0,0,1,0,1
P51852,1,0,0,0,1
P51873,1,0,0,1,2
P51874,1,1,0,1,3
P51881,0,0,1,0,1
P51884,0,0,0,1,1
P51892,1,1,1,0,3
P51901,1,0,0,0,1
P51903,1,1,1,1,4
P51948,0,0,1,0,1
P51949,1,1,1,1,4
P51954,1,1,1,1,4
P51955,1,1,1,1,4
P51956,1,1,1,1,4
P51957,1,1,1,1,4
P51958,0,0,0,1,1
P51993,0,1,0,0,1
P52009,1,0,1,1,3
P52011,0,0,1,1,2
P52012,0,0,1,1,2
P52013,0,0,1,0,1
P52015,1,1,1,1,4
P52032,1,1,0,0,2
P52037,0,1,0,0,1
P52045,0,1,1,1,3
P52046,0,1,0,1,2
P52057,0,0,1,1,2
P52115,0,1,1,1,3
P52170,0,1,0,0,1
P52186,0,0,1,1,2
P52187,0,0,1,0,1
P52192,0,0,0,1,1
P52273,1,0,0,0,1
P52274,0,1,1,0,2
P52279,0,0,1,1,2
P52285,0,1,0,0,1
P52292,0,0,0,1,1
P52293,0,1,0,0,1
P52301,1,1,0,0,2
P52303,0,1,1,0,2
P52410,0,0,1,1,2
P52425,0,0,1,1,2
P52429,0,1,0,0,1
P52435,0,1,0,0,1
P52491,0,0,0,1,1
P52493,0,0,1,0,1
P52495,0,0,0,1,1
P52497,0,1,0,0,1
P52555,1,0,1,1,3
P52588,0,0,0,1,1
P52649,1,1,0,0,2
P52694,1,0,0,1,2
P52706,1,0,0,0,1
P52709,0,0,1,0,1
P52712,0,1,0,0,1
P52760,0,0,1,1,2
P52770,1,0,0,0,1
P52810,1,0,0,0,1
P52839,0,0,0,1,1
P52875,0,1,0,1,2
P52876,0,1,0,0,1
P52888,0,1,0,0,1
P52893,0,0,0,1,1
P52897,1,0,0,0,1
P52917,1,0,1,0,2
P52922,1,1,1,1,4
P52948,1,1,1,0,3
P52965,1,0,0,0,1
P53001,1,0,0,0,1
P53041,1,0,1,0,2
P53042,1,0,1,1,3
P53043,1,1,1,1,4
P53052,0,0,1,0,1
P53078,0,0,1,1,2
P53086,1,0,0,0,1
P53090,0,1,0,0,1
P53091,0,0,1,0,1
P53152,1,1,1,1,4
P53154,1,0,0,0,1
P53184,1,0,1,1,3
P53204,1,0,0,0,1
P53223,1,1,0,0,2
P53258,1,0,0,1,2
P53273,1,1,1,1,4
P53294,0,1,0,0,1
P53297,0,0,0,1,1
P53353,0,0,0,1,1
P53354,0,0,1,0,1
P53355,0,1,1,1,3
P53356,0,1,1,1,3
P53372,1,0,0,0,1
P53392,0,0,0,1,1
P53396,1,0,1,0,2
P53397,1,0,0,0,1
P53440,1,0,1,0,2
P53441,0,1,0,0,1
P53444,0,1,0,0,1
P53446,1,0,0,0,1
P53458,1,0,0,0,1
P53470,1,0,0,0,1
P53472,0,0,1,1,2
P53476,1,1,1,1,4
P53487,0,0,1,0,1
P53488,0,0,1,1,2
P53496,0,0,1,0,1
P53500,1,0,1,1,3
P53526,0,0,1,1,2
P53569,1,1,0,0,2
P53585,1,0,1,0,2
P53605,1,1,1,1,4
P53607,1,1,1,1,4
P53610,0,0,1,1,2
P53615,1,0,0,1,2
P53619,0,1,0,0,1
P53624,1,0,1,0,2
P53632,0,0,1,0,1
P53634,1,0,1,1,3
P53681,1,0,1,1,3
P53682,0,1,1,1,3
P53683,1,1,1,1,4
P53699,0,0,1,0,1
P53701,0,0,0,1,1
P53703,1,1,0,0,2
P53729,0,0,1,0,1
P53739,0,1,1,0,2
P53753,1,1,1,1,4
P53780,1,1,1,1,4
P53791,0,0,1,1,2
P53798,0,1,1,0,2
P53800,1,0,0,0,1
P53804,0,0,1,0,1
P53834,0,1,1,1,3
P53838,1,0,1,1,3
P53844,0,0,1,0,1
P53849,0,0,1,0,1
P53871,1,0,1,0,2
P53914,0,0,1,1,2
P53920,1,0,0,0,1
P53930,1,0,0,0,1
P53933,1,1,1,1,4
P53970,0,1,0,1,2
P53973,1,0,0,0,1
P53974,1,0,0,0,1
P53978,1,1,1,1,4
P53989,1,0,1,0,2
P53992,1,0,1,1,3
P53994,1,0,1,1,3
P53995,0,0,1,0,1
P54001,0,0,0,1,1
P54072,0,1,1,0,2
P54073,1,0,1,1,3
P54086,0,0,1,1,2
P54113,1,1,1,0,3
P54137,1,1,1,1,4
P54144,1,1,1,1,4
P54145,1,1,1,1,4
P54147,1,1,1,1,4
P54148,1,0,0,0,1
P54176,1,1,1,0,3
P54212,0,0,1,0,1
P54213,1,1,1,1,4
P54215,1,0,1,0,2
P54223,0,0,1,0,1
P54235,1,0,1,0,2
P54236,0,1,1,0,2
P54238,0,1,0,0,1
P54241,1,0,0,0,1
P54242,0,0,0,1,1
P54243,0,0,1,1,2
P54252,1,1,1,1,4
P54260,0,1,1,0,2
P54276,0,1,0,0,1
P54280,0,0,0,1,1
P54302,0,1,0,0,1
P54345,0,0,1,0,1
P54350,1,0,0,0,1
P54353,0,1,1,1,3
P54362,0,0,1,0,1
P54399,1,1,1,1,4
P54410,1,0,0,0,1
P54417,0,1,0,0,1
P54422,0,0,0,1,1
P54433,0,1,1,1,3
P54453,1,1,1,1,4
P54493,0,1,1,0,2
P54543,1,1,1,1,4
P54563,0,0,1,1,2
P54567,1,1,1,1,4
P54569,1,1,1,1,4
P54583,0,1,1,1,3
P54584,0,1,0,0,1
P54602,0,1,0,0,1
P54604,1,0,0,1,2
P54609,1,1,1,1,4
P54638,1,0,0,0,1
P54640,1,0,0,0,1
P54641,0,1,1,0,2
P54644,1,1,1,0,3
P54651,1,0,0,0,1
P54659,0,0,0,1,1
P54663,1,0,0,0,1
P54664,1,0,0,0,1
P54666,0,0,0,1,1
P54672,1,1,1,1,4
P54673,1,0,1,0,2
P54676,1,1,1,1,4
P54677,0,1,1,1,3
P54679,1,1,1,1,4
P54685,1,1,1,1,4
P54689,1,1,1,1,4
P54697,1,0,0,0,1
P54703,0,0,1,0,1
P54705,1,1,0,1,3
P54708,1,0,1,0,2
P54723,0,0,0,1,1
P54728,0,0,0,1,1
P54729,1,0,0,0,1
P54731,0,1,0,0,1
P54735,0,0,0,1,1
P54736,0,0,0,1,1
P54739,1,0,1,1,3
P54743,1,0,0,0,1
P54750,1,1,0,1,3
P54774,1,1,1,1,4
P54802,1,1,0,1,3
P54804,1,0,0,0,1
P54811,1,0,0,0,1
P54818,1,1,1,1,4
P54824,0,1,0,0,1
P54830,1,0,0,0,1
P54856,1,1,1,1,4
P54860,0,0,0,1,1
P54861,0,1,1,0,2
P54872,0,0,1,0,1
P54873,1,1,1,1,4
P54894,1,0,0,0,1
P54904,0,0,1,0,1
P54920,1,0,0,0,1
P54926,0,0,0,1,1
P54927,0,1,1,0,2
P54928,0,0,0,1,1
P54937,0,1,1,1,3
P54948,0,1,1,1,3
P54959,0,0,0,1,1
P54961,0,1,1,1,3
P54965,1,1,0,1,3
P54967,1,1,1,1,4
P54979,0,0,1,1,2
P54982,0,0,1,0,1
P54985,0,1,1,1,3
P55004,1,0,1,1,3
P55025,1,0,0,0,1
P55037,1,0,1,0,2
P55038,0,1,1,0,2
P55059,1,1,0,0,2
P55060,0,1,0,0,1
P55080,1,1,1,1,4
P55088,1,0,0,0,1
P55096,1,0,1,1,3
P55100,1,0,0,0,1
P55112,0,1,0,0,1
P55113,0,0,0,1,1
P55115,1,0,1,0,2
P55142,1,1,1,1,4
P55143,0,0,1,0,1
P55176,1,0,0,0,1
P55180,1,1,1,1,4
P55189,1,1,1,1,4
P55192,0,0,1,1,2
P55195,1,0,0,0,1
P55204,1,0,0,0,1
P55216,0,0,0,1,1
P55218,1,0,0,0,1
P55249,1,0,0,0,1
P55251,1,1,1,0,3
P55257,1,0,0,0,1
P55263,0,0,1,0,1
P55273,0,0,0,1,1
P55277,0,1,0,0,1
P55336,0,1,0,0,1
P55390,1,1,1,1,4
P55474,0,1,1,1,3
P55530,0,0,0,1,1
P55567,1,1,1,1,4
P55577,1,1,1,1,4
P55667,0,1,1,1,3
P55735,0,0,1,0,1
P55737,1,1,0,1,3
P55738,1,1,1,1,4
P55772,1,0,0,0,1
P55786,1,0,1,1,3
P55792,1,1,1,1,4
P55809,1,1,0,0,2
P55826,0,0,1,0,1
P55852,1,0,0,0,1
P55877,1,1,1,1,4
P55884,0,1,0,1,2
P55906,1,0,1,0,2
P55925,0,0,1,1,2
P55931,1,0,0,0,1
P55933,0,1,0,1,2
P55934,1,0,1,0,2
P55956,0,1,0,0,1
P55979,0,0,0,1,1
P56008,1,0,0,1,2
P56092,1,0,0,0,1
P56101,0,1,0,1,2
P56149,0,1,0,0,1
P56206,1,0,1,0,2
P56255,0,1,1,0,2
P56271,1,0,0,0,1
P56272,1,1,1,1,4
P56273,1,0,0,0,1
P56286,1,1,1,1,4
P56294,1,0,0,0,1
P56304,0,1,0,0,1
P56305,1,0,0,0,1
P56316,1,0,0,0,1
P56319,1,0,0,0,1
P56322,1,0,0,0,1
P56330,1,0,0,1,2
P56336,0,0,1,1,2
P56337,1,0,0,0,1
P56364,0,0,1,0,1
P56366,0,0,1,1,2
P56399,0,1,0,1,2
P56404,1,0,0,0,1
P56433,0,0,0,1,1
P56500,1,0,1,1,3
P56536,1,0,0,0,1
P56589,0,0,1,0,1
P56601,1,0,0,0,1
P56634,0,1,1,1,3
P56658,1,1,1,1,4
P56698,1,1,0,0,2
P56699,1,0,1,0,2
P56701,1,1,1,1,4
P56820,1,1,1,1,4
P56848,0,1,0,0,1
P56859,1,1,0,1,3
P56876,1,0,0,0,1
P56941,1,1,0,0,2
P56950,0,0,1,1,2
P56951,0,1,0,0,1
P56960,0,0,1,1,2
P56987,0,0,0,1,1
P57072,0,1,0,0,1
P57078,1,1,1,1,4
P57080,1,0,1,1,3
P57103,1,1,1,1,4
P57112,1,0,0,0,1
P57430,1,1,0,1,3
P57481,1,0,0,1,2
P57508,1,1,0,0,2
P57681,1,1,0,0,2
P57737,0,0,1,0,1
P57740,0,1,1,1,3
P57751,1,0,0,0,1
P57759,1,1,1,1,4
P57760,1,0,0,0,1
P57790,0,1,0,0,1
P57795,0,0,1,0,1
P57847,0,0,1,0,1
P58022,0,0,1,0,1
P58027,1,0,0,0,1
P58100,1,1,1,1,4
P58113,1,0,1,0,2
P58137,1,1,1,1,4
P58140,0,1,0,0,1
P58195,0,0,1,1,2
P58283,1,0,1,1,3
P58313,0,0,1,1,2
P58363,1,0,0,0,1
P58374,0,1,1,1,3
P58397,0,0,1,1,2
P58414,1,0,0,0,1
P58467,0,0,1,1,2
P58478,1,0,1,0,2
P58537,0,1,0,0,1
P58544,0,0,1,1,2
P58546,0,0,0,1,1
P58571,1,0,0,0,1
P58616,1,1,1,0,3
P58674,0,1,0,0,1
P58710,0,1,0,0,1
P58724,0,0,0,1,1
P58775,0,0,0,1,1
P58780,0,1,0,0,1
P58872,1,1,1,1,4
P58875,0,1,1,1,3
P58905,1,1,1,1,4
P59015,0,1,1,1,3
P59034,0,0,1,0,1
P59075,1,1,1,1,4
P59083,1,1,1,1,4
P59114,0,0,1,0,1
P59218,1,0,0,0,1
P59232,0,0,1,1,2
P59240,0,1,1,0,2
P59267,0,1,1,0,2
P59268,1,1,1,1,4
P59271,1,0,0,0,1
P59280,0,1,1,1,3
P59282,0,1,1,0,2
P59293,0,1,0,0,1
P59303,0,0,1,1,2
P59325,1,0,0,0,1
P59470,0,0,1,0,1
P59509,1,0,0,0,1
P59511,1,1,1,0,3
P59668,0,1,0,0,1
P59669,1,0,0,0,1
P59708,1,1,1,1,4
P59722,1,1,1,1,4
P59723,1,1,1,1,4
P59743,1,0,1,1,3
P59831,0,0,0,1,1
P59835,0,0,0,1,1
P59838,1,0,1,1,3
P59840,0,0,0,1,1
P59913,0,0,1,0,1
P59916,0,1,1,0,2
P59941,1,1,1,1,4
P59995,1,0,0,1,2
P60039,1,0,1,1,3
P60040,0,1,1,1,3
P60067,0,0,1,0,1
P60204,0,1,1,1,3
P60226,1,0,0,0,1
P60500,0,0,1,0,1
P60707,0,0,0,1,1
P60825,1,0,0,0,1
P60868,0,1,0,0,1
P60882,0,1,0,0,1
P60899,1,0,0,0,1
P60901,1,1,1,1,4
P60905,0,1,0,0,1
P60924,0,0,1,0,1
P60994,0,1,0,0,1
P61082,1,0,0,0,1
P61207,1,1,1,1,4
P61210,0,0,0,1,1
P61222,1,1,0,0,2
P61237,0,1,1,1,3
P61255,1,0,0,0,1
P61315,1,0,0,0,1
P61486,1,1,0,1,3
P61734,0,1,0,1,2
P61759,0,1,1,1,3
P61765,0,0,1,0,1
P61799,0,0,0,1,1
P61800,0,0,1,0,1
P61859,1,1,1,1,4
P61869,1,1,1,1,4
P61872,1,1,0,0,2
P61963,0,0,0,1,1
P62083,0,0,1,0,1
P62138,0,1,0,0,1
P62184,1,1,1,1,4
P62205,1,0,0,0,1
P62255,1,0,0,0,1
P62262,0,0,1,0,1
P62264,0,1,0,0,1
P62282,0,1,0,0,1
P62286,0,0,1,1,2
P62288,0,1,1,0,2
P62290,0,0,1,1,2
P62292,0,0,0,1,1
P62294,0,0,0,1,1
P62296,1,1,1,1,4
P62297,0,1,0,0,1
P62302,1,1,1,1,4
P62313,0,1,0,1,2
P62323,0,0,0,1,1
P62332,0,0,1,0,1
P62334,1,1,1,1,4
P62345,1,0,1,1,3
P62494,1,1,1,1,4
P62628,0,1,0,0,1
P62749,0,0,1,0,1
P62752,1,1,1,1,4
P62759,1,0,0,0,1
P62762,1,0,0,0,1
P62792,0,1,0,0,1
P62828,0,0,0,1,1
P62840,1,0,1,1,3
P62864,0,0,0,1,1
P62878,1,1,1,1,4
P62884,0,0,0,1,1
P62890,1,0,0,0,1
P62909,0,1,0,0,1
P62912,1,0,0,0,1
P62972,1,1,0,1,3
P62975,0,1,1,1,3
P62979,0,1,0,0,1
P63088,0,1,1,1,3
P63100,1,0,0,0,1
P63138,0,0,0,1,1
P63142,0,1,1,0,2
P63144,0,0,0,1,1
P63155,1,1,1,1,4
P63170,1,0,0,1,2
P63172,1,0,1,0,2
P63317,0,1,1,1,3
P63343,0,0,1,1,2
P63389,0,1,1,1,3
P63417,0,1,1,1,3
P63622,1,0,0,0,1
P63872,0,0,1,1,2
P64262,1,0,0,0,1
P64319,1,0,0,0,1
P64483,0,0,1,0,1
P64730,1,1,1,1,4
P64816,0,1,0,0,1
P64956,1,0,0,0,1
P65349,1,0,0,0,1
P65840,0,0,1,1,2
P66079,0,1,0,0,1
P66899,1,0,1,0,2
P67087,0,0,0,1,1
P67156,1,1,1,1,4
P67209,1,1,1,0,3
P67581,0,0,1,0,1
P67773,1,1,1,1,4
P67829,1,0,1,0,2
P67884,0,1,0,1,2
P67985,1,1,1,1,4
P68106,1,0,0,0,1
P68136,0,0,1,0,1
P68161,1,0,1,0,2
P68173,1,0,0,1,2
P68182,0,1,0,0,1
P68428,0,0,0,1,1
P68545,1,0,0,0,1
P68586,0,1,0,0,1
P69052,1,0,0,1,2
P69098,1,0,1,0,2
P69150,1,1,0,1,3
P69310,0,0,1,1,2
P69317,1,1,1,0,3
P69326,0,1,0,1,2
P69341,1,1,0,1,3
P69377,1,0,0,0,1
P69525,0,0,1,1,2
P69526,0,0,1,1,2
P69682,0,0,1,0,1
P70099,0,0,1,0,1
P70122,0,0,1,0,1
P70169,0,0,1,1,2
P70182,0,0,0,1,1
P70187,0,0,1,0,1
P70195,0,0,1,0,1
P70206,0,0,1,0,1
P70269,1,0,1,1,3
P70313,0,0,1,0,1
P70388,0,0,1,0,1
P70389,0,1,0,1,2
P70406,0,1,1,1,3
P70414,1,1,1,0,3
P70419,0,0,1,0,1
P70470,0,1,1,0,2
P70473,0,0,1,0,1
P70549,1,1,1,1,4
P70550,0,0,0,1,1
P70665,1,0,0,1,2
P70673,0,0,1,0,1
P70683,0,1,1,1,3
P70704,0,0,1,0,1
P70711,0,0,1,0,1
P70744,1,0,0,1,2
P70786,1,0,0,0,1
P70789,0,0,1,0,1
P70790,0,1,0,0,1
P70870,1,1,0,1,3
P70947,1,1,1,1,4
P71016,0,1,1,1,3
P71019,0,0,1,0,1
P71054,1,1,0,0,2
P71082,1,0,0,0,1
P71353,1,0,1,0,2
P71359,0,1,1,0,2
P71411,1,0,0,0,1
P71590,0,0,0,1,1
P71668,1,1,1,0,3
P71847,1,1,1,1,4
P72188,1,1,0,0,2
P72349,1,0,0,0,1
P72580,0,0,1,0,1
P72705,0,0,1,1,2
P72772,0,0,1,1,2
P72780,1,1,1,1,4
P72849,0,0,1,0,1
P72872,0,0,1,1,2
P72926,1,1,1,1,4
P72935,1,1,1,0,3
P72958,1,1,1,1,4
P72978,0,1,1,1,3
P72991,1,1,1,1,4
P73063,0,0,0,1,1
P73068,0,1,1,0,2
P73071,1,0,0,0,1
P73097,0,0,0,1,1
P73121,1,1,1,1,4
P73136,0,1,0,1,2
P73138,1,0,1,0,2
P73191,0,1,1,1,3
